id,name,country,city,rank_world,intake_seasons,ielts_min,pte_min,toefl_min,gpa_requirement,tuition_fees,tuition_min_usd,tuition_max_usd,application_fee,documents_required,deadlines,official_website,admissions_page,notes,status
,Australian National University,Australia,Australian Capital Territory,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://anu.edu.au,https://anu.edu.au,,approx
,"Institute Of Technology, Australia",Australia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iota.edu.au,https://iota.edu.au,,approx
,University of Newcastle,Australia,New South Wales,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://newcastle.edu.au,https://newcastle.edu.au,,approx
,University of Tasmania,Australia,Tasmania,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://utas.edu.au,https://utas.edu.au,,approx
,Fachhochschule Burgenland,Austria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fh-burgenland.at,https://fh-burgenland.at,,approx
,Fachhochschule St. Pölten,Austria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fh-stpoelten.ac.at,https://fh-stpoelten.ac.at,,approx
,Institute of Science and Technology,Austria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ist.ac.at,https://ist.ac.at,,approx
,Medizinische Universität Wien,Austria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://meduniwien.at,https://meduniwien.at,,approx
,Private Universität für Medizinische Informatik und Technik Tirol,Austria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://umit.at,https://umit.at,,approx
,Azerbaijan Diplomatic Academy,Azerbaijan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ada.edu.az,https://ada.edu.az,,approx
,National Aviation Academy,Azerbaijan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://naa.edu.az,https://naa.edu.az,,approx
,The College of The Bahamas,Bahamas,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cob.edu.bs,https://cob.edu.bs,,approx
,New York Instiute of Technology,Bahrain,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nyit.edu.bh,https://nyit.edu.bh,,approx
,Asian University of Bangladesh,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://aub-bd.org,https://aub-bd.org,,approx
,Bangabandhu Sheikh Mujibur Rahman Agricultural University,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bsmrau.edu.bd,https://bsmrau.edu.bd,,approx
,University of Chittagong,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cu.ac.bd,https://cu.ac.bd,,approx
,Eastern University,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://easternuni.edu.bd,https://easternuni.edu.bd,,approx
,International University of Business Agriculture and Technology,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://iubat.edu,https://iubat.edu,,approx
,Leading University,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://lus.ac.bd,https://lus.ac.bd,,approx
,Northern University Bangladesh,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://nub.ac.bd,https://nub.ac.bd,,approx
,University of Rajshahi,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ru.ac.bd,https://ru.ac.bd,,approx
,Shahjalal University of Science and Technology,Bangladesh,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://sust.edu,https://sust.edu,,approx
,"University of the West Indies, Cave Hill",Barbados,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uwichill.edu.bb,https://uwichill.edu.bb,,approx
,Belarusian-Russian University,Belarus,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bru.mogilev.by,https://bru.mogilev.by,,approx
,Belarusian State University of Culture and Arts,Belarus,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://buk.by,https://buk.by,,approx
,Mozyr State Pedagogical Institute,Belarus,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://mgpu.gomel.by,https://mgpu.gomel.by,,approx
,Vitebsk State Academy of Veterinary Medicine,Belarus,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vsavm.com,https://vsavm.com,,approx
,Erasmushogeschool Brussel,Belgium,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ehb.be,https://ehb.be,,approx
,Facultés Universitaires Notre-Dame de la Paix,Belgium,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://fundp.ac.be,https://fundp.ac.be,,approx
,Katholieke Hogeschool Limburg,Belgium,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://khlim.be,https://khlim.be,,approx
,Universiteit Antwerpen Management School,Belgium,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uams.be,https://uams.be,,approx
,"Hogeschool voor Wetenschap en Kunst (VLEKHO), Brussel",Belgium,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://vlekho.be,https://vlekho.be,,approx
,Central America Health Sciences University (Belize Medical College),Belize,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cahsu.edu,https://cahsu.edu,,approx
,Royal University of Bhutan,Bhutan,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rub.edu.bt,https://rub.edu.bt,,approx
,Universidad Andina Simón Bolivar,"Bolivia, Plurinational State of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uasb.edu.bo,https://uasb.edu.bo,,approx
,Universidad Mayor de San Andrés,"Bolivia, Plurinational State of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://umsanet.edu.bo,https://umsanet.edu.bo,,approx
,Universidad Privada Abierta Latinoamericana,"Bolivia, Plurinational State of",,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upal.edu,https://upal.edu,,approx
,Botswana Accountancy College,Botswana,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://bac.ac.bw,https://bac.ac.bw,,approx
,Universidade Braz Cubas,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://brazcubas.br,https://brazcubas.br,,approx
,FAAP - Fundação Armando Alvares Penteado,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://faap.br,https://faap.br,,approx
,Instituto Nacional de Matemática Pura e Aplicada - IMPA,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://impa.br,https://impa.br,,approx
,Universidade de Tocantins,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://pop-to.rnp.br,https://pop-to.rnp.br,,approx
,Universidade São Marcos,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://smarcos.br,https://smarcos.br,,approx
,Universidade Católica do Salvador,Brazil,Salvador,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ucsal.br,https://ucsal.br,,approx
,Universidade Estadual do Norte Fluminense,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uenf.br,https://uenf.br,,approx
,Universidade Federal do ABC,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ufabc.edu.br,https://ufabc.edu.br,,approx
,Universidade Federal de Goiás,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ufg.br,https://ufg.br,,approx
,Universidade Federal de São João del-Rei,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ufsj.edu.br,https://ufsj.edu.br,,approx
,Universidade Federal de Pelotas,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ufpel.tche.br,https://ufpel.tche.br,,approx
,Universidade Federal de Sergipe,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ufs.br,https://ufs.br,,approx
,Universidade de Mogi das Cruzes,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://umc.br,https://umc.br,,approx
,Centro Universitário de Araraquara,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://uniara.edu.br,https://uniara.edu.br,,approx
,Universidade Cidade de São Paulo,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unicid.br,https://unicid.br,,approx
,Universidade de Fortaleza,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unifor.br,https://unifor.br,,approx
,Centro Universitário Monte Serrat,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unimonte.br,https://unimonte.br,,approx
,Universidade de Santo Amaro,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://unisa.br,https://unisa.br,,approx
,Universidade Vale do Rio Doce,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://univale.br,https://univale.br,,approx
,Universidade de Passo Fundo,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://upf.tche.br,https://upf.tche.br,,approx
,Universidade Santa Úrsula,Brazil,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://usu.br,https://usu.br,,approx
,Agricultural University of Plovdiv,Bulgaria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://au-plovdiv.bg,https://au-plovdiv.bg,,approx
,University of Rousse,Bulgaria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ru.acad.bg,https://ru.acad.bg,,approx
,University of Economics Varna,Bulgaria,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ue-varna.bg,https://ue-varna.bg,,approx
,University of Medicine Magway,Myanmar,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://ummg.edu.mm,https://ummg.edu.mm,,approx
,Cambodia University of Specialties,Cambodia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cus.edu.kh,https://cus.edu.kh,,approx
,Royal University of Fine Arts,Cambodia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://rufa.edu.kh,https://rufa.edu.kh,,approx
,Zaman University,Cambodia,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://zamanuniversity.edu.kh,https://zamanuniversity.edu.kh,,approx
,Université de Yaoundé II,Cameroon,,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://universite-yde2.org,https://universite-yde2.org,,approx
,Augustana University College,Canada,Alberta,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://augustana.ab.ca,https://augustana.ab.ca,,approx
,DeVry Institute of Technology,Canada,Alberta,,Sep/Feb,,,,,,,,USD 50,"Academic transcripts, English proficiency, Passport copy, Statement of purpose, Reference letters",Fall: Apr / Spring: Nov,https://cal.devry.ca,https://cal.devry.ca,,approx
